time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),rain_moving_avg
2020-05-08,11.1625,0.15833333333333333,0.15833333333333333,56.0,15.375,65.20833333333333,48.416666666666664,8.7875,258.2083333333333,0.07321428571428558
2020-05-09,5.691666666666666,0.37083333333333335,0.37083333333333335,49.625,25.916666666666668,59.458333333333336,27.583333333333332,24.47083333333333,267.75,0.12499999999999988
2020-05-10,9.420833333333333,0.0,0.0,6.583333333333333,0.20833333333333334,9.416666666666666,2.5416666666666665,19.287499999999998,253.45833333333334,0.09940476190476177
2020-05-11,11.804166666666667,0.041666666666666664,0.041666666666666664,47.0,8.291666666666666,49.625,35.0,13.174999999999999,232.125,0.10297619047619033
2020-05-12,10.483333333333333,0.0,0.0,11.666666666666666,1.5,17.125,0.0,19.8875,291.9583333333333,0.10297619047619033
2020-05-13,10.9,0.0,0.0,17.041666666666668,0.08333333333333333,28.25,0.0,12.566666666666668,301.2916666666667,0.08154761904761891
2020-05-14,13.258333333333333,0.0,0.0,15.208333333333334,0.9166666666666666,8.458333333333334,31.208333333333332,7.983333333333333,214.33333333333334,0.08154761904761891
2020-05-15,19.287499999999998,0.18333333333333335,0.18333333333333335,36.083333333333336,2.125,35.25,43.0,11.970833333333333,224.875,0.0851190476190475
2020-05-16,20.458333333333332,0.10416666666666667,0.10416666666666667,47.625,3.8333333333333335,30.083333333333332,86.83333333333333,11.975,260.25,0.0470238095238094
2020-05-17,15.554166666666667,0.0,0.0,50.458333333333336,2.0416666666666665,34.416666666666664,93.25,10.799999999999999,127.5,0.0470238095238094
2020-05-18,15.220833333333333,0.008333333333333333,0.008333333333333333,60.375,10.166666666666666,37.208333333333336,96.625,11.495833333333332,90.29166666666667,0.04226190476190463
2020-05-19,15.679166666666667,0.0,0.0,33.625,0.20833333333333334,6.833333333333333,97.5,19.179166666666667,65.91666666666667,0.04226190476190463
2020-05-20,13.670833333333334,0.0,0.0,33.166666666666664,0.0,10.041666666666666,90.16666666666667,16.175,81.83333333333333,0.04226190476190463
2020-05-21,13.133333333333333,0.0,0.0,12.375,10.375,0.0,10.125,8.070833333333333,112.45833333333333,0.04226190476190463
2020-05-22,17.150000000000002,0.020833333333333332,0.020833333333333332,74.29166666666667,61.833333333333336,34.291666666666664,28.833333333333332,6.333333333333333,182.5,0.01904761904761892
2020-05-23,17.662499999999998,0.7708333333333334,0.7708333333333334,99.58333333333333,98.5,48.333333333333336,75.25,7.708333333333333,78.875,0.11428571428571417
2020-05-24,14.700000000000001,0.0,0.0,63.291666666666664,56.541666666666664,1.6666666666666667,40.416666666666664,13.6,69.45833333333333,0.11428571428571417
2020-05-25,15.833333333333334,0.0,0.0,80.70833333333333,82.625,0.4166666666666667,23.625,7.3125,91.0,0.11309523809523798
2020-05-26,18.054166666666667,0.0,0.0,46.416666666666664,49.041666666666664,2.0,3.625,5.570833333333333,150.875,0.11309523809523798
2020-05-27,18.808333333333334,0.0,0.0,76.0,72.0,0.3333333333333333,43.791666666666664,7.95,166.04166666666666,0.11309523809523798
2020-05-28,20.291666666666668,0.08750000000000001,0.08750000000000001,95.70833333333333,78.95833333333333,23.625,91.25,11.833333333333334,160.58333333333334,0.12559523809523798
2020-05-29,22.333333333333332,0.15416666666666667,0.15416666666666667,88.25,70.5,19.916666666666668,75.625,13.6,184.20833333333334,0.14464285714285705
2020-05-30,22.53333333333333,0.0,0.0,45.208333333333336,15.541666666666666,25.25,57.75,12.325000000000001,257.5416666666667,0.0345238095238094
2020-05-31,18.8875,0.0,0.0,10.916666666666666,0.375,17.666666666666668,0.0,17.566666666666666,319.0416666666667,0.0345238095238094
2020-06-01,15.729166666666666,0.0,0.0,11.958333333333334,0.5416666666666666,18.916666666666668,0.3333333333333333,14.029166666666667,319.25,0.0345238095238094
2020-06-02,18.283333333333335,0.004166666666666667,0.004166666666666667,40.958333333333336,0.041666666666666664,39.166666666666664,57.916666666666664,9.254166666666666,235.58333333333334,0.0351190476190475
2020-06-03,20.900000000000002,0.13333333333333333,0.13333333333333333,48.458333333333336,10.208333333333334,38.625,56.5,10.529166666666667,242.33333333333334,0.054166666666666544
2020-06-04,22.912499999999998,0.075,0.075,28.333333333333332,0.08333333333333333,9.25,75.5,8.708333333333334,250.29166666666666,0.05238095238095226
2020-06-05,22.8625,0.7541666666666668,0.7541666666666668,85.75,14.208333333333334,78.08333333333333,92.91666666666667,8.195833333333333,205.54166666666666,0.138095238095238
2020-06-06,24.141666666666666,0.45416666666666666,0.45416666666666666,68.66666666666667,28.041666666666668,46.708333333333336,70.70833333333333,9.195833333333333,241.58333333333334,0.20297619047619037
2020-06-07,21.608333333333334,0.0,0.0,8.666666666666666,0.375,13.875,0.0,15.658333333333333,333.5833333333333,0.20297619047619037
2020-06-08,20.308333333333334,0.0,0.0,15.25,0.041666666666666664,15.625,19.291666666666668,10.179166666666667,324.5416666666667,0.20297619047619037
2020-06-09,23.1875,0.0,0.0,6.166666666666667,0.0,0.5,19.416666666666668,8.475,255.79166666666666,0.20238095238095227
2020-06-10,24.77916666666667,0.0,0.0,24.625,5.541666666666667,5.666666666666667,54.125,10.891666666666666,161.5,0.1833333333333332
2020-06-11,23.945833333333336,0.6041666666666666,0.6041666666666666,80.25,52.208333333333336,50.25,74.125,15.620833333333332,192.08333333333334,0.25892857142857134
2020-06-12,24.141666666666666,0.0,0.0,30.875,1.5833333333333333,27.291666666666668,43.166666666666664,9.366666666666667,276.625,0.15119047619047607
2020-06-13,20.5375,0.0,0.0,4.25,0.16666666666666666,6.708333333333333,0.0,11.645833333333334,338.2916666666667,0.0863095238095237
2020-06-14,17.470833333333335,0.0,0.0,12.0,1.5,15.125,4.875,11.570833333333333,63.75,0.0863095238095237
2020-06-15,18.837500000000002,0.0,0.0,26.875,3.9583333333333335,7.291666666666667,63.0,9.666666666666666,80.45833333333333,0.0863095238095237
2020-06-16,19.275000000000002,0.0,0.0,24.708333333333332,1.25,0.08333333333333333,78.54166666666667,10.129166666666666,103.20833333333333,0.0863095238095237
2020-06-17,19.683333333333334,0.0,0.0,35.75,20.041666666666668,2.9166666666666665,56.458333333333336,9.987499999999999,77.66666666666667,0.0863095238095237
2020-06-18,20.604166666666668,0.0375,0.0375,99.25,94.33333333333333,37.291666666666664,65.66666666666667,8.545833333333333,106.375,0.00535714285714273
2020-06-19,22.145833333333332,0.008333333333333333,0.008333333333333333,63.25,48.916666666666664,16.041666666666668,32.958333333333336,7.879166666666666,191.20833333333334,0.00654761904761892
2020-06-20,23.770833333333332,0.1125,0.1125,35.375,4.333333333333333,10.541666666666666,83.625,6.5375000000000005,186.20833333333334,0.02261904761904749
